taxid,desc,superkingdom,phylum,class,order,family,genus,species,toprank,LS001,LS002,LS003,LS004,LS005,LS006,LS007,CD-SRS301865,CD-SRS301866,CD-SRS301867,CD-SRS301868,CD-SRS301869,CD-SRS301870,CD-SRS301871,CD-SRS301872,CD-SRS301873,CD-SRS301874,CD-SRS301875,CD-SRS301876,CD-SRS301877,CD-SRS301878,CD-SRS301879,UC-SRS071964,UC-SRS071970,UC-SRS071978,UC-SRS071981,UC-SRS071982,UC-SRS071988,HE-SRS011061,HE-SRS011084,HE-SRS011134,HE-SRS011239,HE-SRS011271,HE-SRS011302,HE-SRS011405,HE-SRS011452,HE-SRS011529,HE-SRS011586,HE-SRS012273,HE-SRS012902,HE-SRS013158,HE-SRS013215,HE-SRS013687,HE-SRS013951,HE-SRS014235,HE-SRS014923,HE-SRS014979,HE-SRS015065,HE-SRS015217,HE-SRS015578,HE-SRS015663,HE-SRS016018,HE-SRS016095,HE-SRS016335,HE-SRS016495,HE-SRS017103,HE-SRS017433,HE-SRS018427,HE-SRS018656,HE-SRS020328,HE-SRS020869,HE-SRS022713
257314,Lactobacillus johnsonii NCC 533,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus johnsonii,Lactobacillus johnsonii NCC 533,0.000012,0.000009,0.000005,0.000009,0.000006,0.000008,0.000004,0.000151,0.000171,0.000001,0.000003,0.000003,0.000007,0.00001,0.000288,0.000004,0.000145,0.000003,0.000003,0.000004,0.000001,0.000007,0.000005,0.000001,0,0,0.000004,0.000002,0.000004,0.000008,0.000061,0.000028,0.000009,0.000041,0.000001,0.000001,0.000012,0.000058,0.000049,0.000001,0.000002,0,0.000013,0.000032,0.000017,0.000011,0.000064,0.000002,0.000029,0.000002,0.000012,0.000001,0.000004,0.000031,0.000004,0.000001,0.000001,0.000002,0.000022,0.000018,0.000015,0.000001
1037411,Lactobacillus johnsonii pf01,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus johnsonii,Lactobacillus johnsonii pf01,0.000001,0.000001,0.000002,0.000002,0,0.000002,0.000001,0.000031,0.000044,0.000001,0.000001,0.000001,0.000007,0.000002,0.000044,0,0.00004,0,0.000001,0.000001,0.000001,0.000003,0,0,0,0,0,0,0,0.000001,0.000006,0.000001,0.000001,0.000007,0,0,0.000001,0.000005,0.000008,0,0,0,0.000001,0.000007,0.000002,0.000001,0.000005,0,0.000001,0.000001,0.000001,0,0.000001,0.000005,0,0,0,0.000001,0,0.000001,0.000002,0
1033837,Lactobacillus kefiranofaciens ZW3,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus kefiranofaciens,Lactobacillus kefiranofaciens ZW3,0.000009,0.000013,0.000018,0.000012,0.00001,0.000012,0.000008,0.001274,0.001774,0.000014,0.000002,0.000003,0.000011,0.000003,0.001595,0.00001,0.001142,0.000017,0.000045,0.000011,0.000008,0.000011,0.000034,0.000005,0,0,0.000009,0.000007,0.000005,0.000006,0.000037,0.000018,0.000012,0.000032,0.000002,0,0.000013,0.000049,0.000023,0.000001,0.000002,0,0.000018,0.000017,0.000013,0.000013,0.000037,0.000007,0.000029,0.000005,0.000012,0.000007,0.000008,0.000034,0.000024,0.000002,0.000001,0.000002,0.000008,0.000021,0.000019,0.000002
797516,Lactobacillus kisonensis F0435,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus kisonensis,Lactobacillus kisonensis F0435,0.000015,0.000006,0.000006,0.000008,0.000005,0.000005,0.000005,0.00007,0.000056,0.000004,0.000001,0,0.000004,0.000002,0.000113,0.000001,0.000048,0.000002,0.000004,0.000003,0.000003,0.000002,0.000033,0.000001,0,0,0,0,0.000004,0.000006,0.000016,0.000015,0.000005,0.000025,0.000001,0,0.000007,0.000028,0.00001,0,0.000001,0,0.000004,0.000021,0.000007,0.000012,0.000025,0.000004,0.000025,0.000002,0.000004,0.000001,0.000013,0.00003,0.00001,0.000001,0.000002,0.000001,0.00001,0.000007,0.000008,0.000001
1046594,Lactobacillus malefermentans KCTC 3548,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus malefermentans,Lactobacillus malefermentans KCTC 3548,0.000009,0.000007,0.000007,0.000009,0.000008,0.000012,0.000004,0.000074,0.000061,0.000002,0.000001,0.000001,0.000014,0.000003,0.000118,0.000005,0.000052,0.000011,0.000002,0.000004,0.000001,0.000004,0.000007,0,0,0,0,0,0.000003,0.000005,0.000036,0.000016,0.000008,0.000027,0.000001,0.000001,0.000018,0.000058,0.000021,0,0.000002,0,0.000013,0.000021,0.000013,0.000011,0.000037,0.000004,0.000033,0.000002,0.000008,0.000001,0.000016,0.000029,0.000003,0.000001,0,0.000003,0.000012,0.000025,0.000018,0.000001
1046596,Lactobacillus mali KCTC 3596 = DSM 20444,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus mali,Lactobacillus mali KCTC 3596 = DSM 20444,0.000007,0.000007,0.000005,0.000011,0.000006,0.000009,0.000004,0.000037,0.000035,0.000002,0.000003,0.000004,0.000014,0.000003,0.000061,0.000006,0.00003,0.000009,0.000001,0.000004,0.000001,0.000005,0.000012,0.00001,0.000004,0.000003,0.000004,0.000003,0.000005,0.00001,0.000028,0.000038,0.000007,0.000033,0.000002,0,0.000034,0.000018,0.00003,0.000001,0.000001,0,0.000018,0.000023,0.00001,0.000013,0.000046,0.000003,0.000024,0.000004,0.000008,0.000002,0.000006,0.000017,0.00001,0.000003,0.000002,0.000004,0.000017,0.000017,0.000011,0.000001
1130798,Lactobacillus mucosae LM1,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus mucosae,Lactobacillus mucosae LM1,0.00001,0.000023,0.000026,0.000024,0.000031,0.00002,0.000028,0.108851,0.0689,0.000003,0.000014,0.000004,0.000006,0.000002,0.14629,0.000093,0.053588,0.000008,0.000405,0.000009,0.000003,0.00002,0.000019,0.000011,0,0,0.000009,0,0.000016,0.000018,0.000031,0.000032,0.00001,0.000039,0.000006,0.000002,0.000007,0.000044,0.000035,0.000029,0.000003,0.000001,0.000017,0.000016,0.000025,0.00004,0.000118,0.000011,0.000037,0.000007,0.000014,0.000006,0.00003,0.000118,0.000022,0.000013,0.000005,0.000008,0.000011,0.000049,0.000072,0.000002
944562,Lactobacillus oris F0423,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus oris,Lactobacillus oris F0423,0.000001,0.000002,0.000006,0.000002,0.000004,0.000002,0.000002,0.000065,0.000044,0,0,0,0,0.000001,0.000087,0.000002,0.000031,0,0,0.000001,0,0,0,0,0,0,0,0,0.000001,0,0.000002,0,0,0.000001,0.000001,0,0,0.000001,0.000001,0,0.000001,0,0,0.000001,0.000002,0.000003,0.000003,0.000001,0.000002,0,0,0,0,0.000001,0,0,0,0.000001,0.000001,0.000001,0.000001,0
908339,Lactobacillus oris PB013-T2-3,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus oris,Lactobacillus oris PB013-T2-3,0.000006,0.000018,0.000026,0.000021,0.00007,0.000023,0.000026,0.000371,0.000251,0.000015,0.000002,0.000001,0.000004,0.000009,0.000478,0.000018,0.000203,0.000003,0.000007,0.000013,0.000007,0.000027,0.000007,0.000007,0,0.000001,0,0.000003,0.000007,0.000004,0.000016,0.000009,0.000012,0.000045,0.000004,0.000001,0.000003,0.000011,0.000015,0,0.000001,0,0.000017,0.00001,0.000011,0.00002,0.000032,0.000006,0.000011,0.000004,0.000009,0.000003,0.000015,0.00001,0.000065,0.000004,0.000001,0.000006,0.000004,0.000016,0.000018,0.000001
537973,Lactobacillus paracasei subsp. paracasei 8700:2,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus paracasei,Lactobacillus paracasei subsp. paracasei 8700,0.000131,0.000005,0.000007,0.000028,0.000026,0.000098,0.000003,0.00006,0.000065,0.000012,0.000002,0.000002,0.000009,0.000001,0.000163,0.000003,0.000049,0.000006,0.000007,0.00001,0.000006,0.000006,0.000007,0.000005,0,0,0.000001,0.000002,0.000002,0.000001,0.000003,0.000002,0.000001,0.000005,0.000001,0,0,0.000006,0.000007,0.000001,0,0,0.000002,0.000002,0.000003,0.000004,0.000003,0.000001,0.000003,0.000001,0.000001,0,0.000001,0.000001,0.000001,0.000001,0,0.000001,0.000001,0.000004,0.000002,0
525337,Lactobacillus paracasei subsp. paracasei ATCC 25302,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus paracasei,Lactobacillus paracasei subsp. paracasei ATCC 25302,0.000201,0.000006,0.000009,0.000029,0.000031,0.000143,0.000005,0.000041,0.000042,0,0.000001,0.000001,0.000005,0.000003,0.000145,0.000003,0.000033,0.000003,0.000001,0.000002,0,0.000002,0,0,0,0,0.000003,0,0.000001,0.000001,0.000003,0.000003,0.000001,0.000008,0.000001,0,0.000001,0.000005,0.00002,0,0,0,0.000004,0.000004,0.000003,0.000009,0.000002,0.000001,0.000007,0.000004,0.000002,0.000001,0.000005,0.000002,0.000004,0.000001,0.000001,0.000003,0.000001,0.000006,0.000004,0.000001
797515,Lactobacillus parafarraginis F0439,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus parafarraginis,Lactobacillus parafarraginis F0439,0.000017,0.000011,0.000012,0.00001,0.000016,0.000008,0.000008,0.000067,0.000045,0.000001,0.000001,0.000001,0.000004,0.000002,0.000098,0.000002,0.000039,0.000005,0.000001,0.000002,0.000001,0.000004,0.000005,0.000001,0,0,0.000003,0,0.000003,0.000002,0.000008,0.000006,0.000002,0.000009,0.000001,0.000001,0.000002,0.000007,0.000007,0.000001,0,0,0.000006,0.000011,0.000009,0.00001,0.000013,0.000003,0.000023,0.000003,0.000003,0.000001,0.000006,0.000006,0.000017,0.000002,0.000001,0.000002,0.000005,0.000009,0.000007,0.000001
1203066,Lactobacillus pasteurii CRBIP 24.76,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus pasteurii,Lactobacillus pasteurii CRBIP 24.76,0.000003,0.000004,0.000004,0.000005,0.000002,0.000005,0.000009,0.000122,0.000163,0,0,0,0.000003,0,0.000185,0.000002,0.000111,0.000001,0.000003,0.000001,0,0.000001,0,0.000001,0,0,0.000001,0.000001,0,0.000002,0.00001,0.000006,0.000004,0.000007,0.000001,0,0.000003,0.000007,0.000002,0,0.000001,0.00001,0.000005,0.00001,0.000002,0.000004,0.000012,0.000004,0.000002,0.000001,0.000002,0.000001,0.000003,0.000005,0.000001,0.000001,0.000001,0.000002,0.000005,0.000003,0.000002,0.000002
1136177,Lactobacillus pentosus KCA1,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus pentosus,Lactobacillus pentosus KCA1,0.000001,0.000003,0.000006,0.000003,0.000003,0.000002,0.000002,0.000014,0.00001,0,0.000001,0.000001,0.000001,0,0.00002,0,0.000008,0,0,0.000002,0.000001,0.000002,0,0,0,0,0,0,0.000002,0.000001,0.000002,0.000003,0.000001,0.000001,0,0,0,0.000003,0.000002,0,0,0,0.000001,0.000002,0.000003,0.000001,0.000004,0.000001,0.00001,0.000001,0.000001,0,0.000001,0.000001,0.00005,0,0,0.000001,0,0,0.000001,0
644042,Lactobacillus plantarum JDM1,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus plantarum,Lactobacillus plantarum JDM1,0.000012,0.000064,0.000189,0.000132,0.000118,0.000036,0.00001,0.000058,0.000185,0.000001,0,0,0.000004,0.000001,0.000065,0.000002,0.000098,0.00006,0.000001,0.000002,0.000001,0.000006,0,0,0,0,0.000002,0.000001,0.000001,0.000001,0.000003,0.000005,0.000001,0.000011,0.000001,0,0.000001,0.000008,0.000003,0,0,0,0.000003,0.000005,0.000002,0.000029,0.000004,0.000002,0.000003,0.000002,0.000001,0.000002,0.000001,0.000003,0.000018,0.000001,0,0.000001,0.000002,0.00001,0.000005,0
525338,Lactobacillus plantarum subsp. plantarum ATCC 14917,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus plantarum,Lactobacillus plantarum subsp. plantarum ATCC 14917,0.000014,0.000069,0.000201,0.000147,0.000126,0.00004,0.00001,0.000065,0.000201,0.000001,0,0,0.000006,0.000001,0.000073,0.000009,0.000106,0.000048,0.000001,0.000002,0.000001,0.000006,0,0,0,0,0.000004,0.000001,0.000004,0.000001,0.000002,0.000004,0.000001,0.000005,0.000001,0,0.000002,0.000006,0.000005,0,0.000005,0,0.000002,0.000007,0.000002,0.000004,0.000005,0.000001,0.000005,0.000002,0.000002,0,0.000001,0.00002,0.000004,0.000001,0,0.000001,0.000003,0.000007,0.000004,0
1036177,Lactobacillus plantarum subsp. plantarum NC8,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus plantarum,Lactobacillus plantarum subsp. plantarum NC8,0,0.000001,0.000014,0.000002,0.000001,0.000001,0,0.000002,0.000002,0,0,0,0.000001,0,0.000003,0,0.000001,0,0,0,0,0,0,0.000002,0,0,0,0,0,0,0,0.000001,0,0.000001,0,0,0,0,0,0,0,0,0,0.000001,0.000002,0,0.000004,0,0.000001,0,0,0,0,0.000001,0,0,0,0,0.000001,0,0,0
889932,Lactobacillus plantarum subsp. plantarum ST-III,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus plantarum,Lactobacillus plantarum subsp. plantarum ST-III,0.000013,0.000066,0.000195,0.00014,0.000123,0.000039,0.00001,0.000062,0.000211,0.000001,0.000001,0.000001,0.000004,0.000002,0.000071,0.000002,0.00011,0.000045,0.000001,0.000002,0.000001,0.000006,0,0,0,0,0.000003,0.000001,0.000004,0.000002,0.000004,0.000005,0.000002,0.000003,0.000001,0,0.000002,0.000006,0.000006,0,0.000005,0,0.000002,0.000009,0.000001,0.000004,0.000006,0.000001,0.000006,0.000001,0.000001,0,0.000001,0.000017,0.000019,0.000001,0,0.000001,0.000003,0.000007,0.000005,0.000001
1284223,Lactobacillus plantarum UCMA 3037,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus plantarum,Lactobacillus plantarum UCMA 3037,0,0.000001,0.000013,0.000006,0.000003,0.000002,0,0.000004,0.000004,0,0,0,0,0,0.000008,0,0.000003,0.000002,0,0,0,0,0,0,0,0,0,0,0,0,0.000001,0.000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000001,0,0,0.000002,0,0,0,0,0.000002,0,0,0,0,0,0,0.000002,0
220668,Lactobacillus plantarum WCFS1,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus plantarum,Lactobacillus plantarum WCFS1,0.000011,0.000062,0.000188,0.000134,0.000132,0.000037,0.00001,0.000059,0.000198,0.000001,0.000001,0.000001,0.000006,0.000002,0.000066,0.000008,0.000105,0.000047,0.000001,0.000003,0.000001,0.000006,0,0,0,0,0.000003,0,0.000001,0.000001,0.000003,0.000005,0.000003,0.000008,0.000001,0,0.000001,0.000006,0.000003,0,0,0,0.000003,0.000005,0.000002,0.000005,0.000003,0.000002,0.000007,0.000001,0.000003,0.000001,0.000001,0.000004,0.000001,0.000001,0,0.000002,0.000002,0.000009,0.000005,0
1284663,Lactobacillus plantarum ZJ316,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus plantarum,Lactobacillus plantarum ZJ316,0,0.000001,0.000014,0.000004,0.000003,0.000001,0,0.000002,0.000004,0,0,0,0.000001,0,0.000003,0,0.000002,0.000002,0,0,0,0,0.000013,0,0,0,0.000001,0,0,0.000001,0,0.000001,0,0,0,0,0,0.000001,0,0,0,0,0,0.000001,0,0.000001,0.000001,0,0,0,0,0,0,0,0,0,0,0,0,0.000001,0,0
349123,Lactobacillus reuteri 100-23,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus reuteri,Lactobacillus reuteri 100-23,0.000003,0.000005,0.000005,0.000005,0.000004,0.000005,0.000005,0.000185,0.000152,0.000003,0.000001,0.000001,0.000006,0.000002,0.000238,0.000005,0.000114,0.000002,0.000003,0.000003,0.000001,0.000004,0.000006,0.000003,0,0,0,0.000002,0.000002,0.000004,0.000014,0.000029,0.000006,0.000008,0,0,0.000003,0.000026,0.000009,0,0,0,0.00001,0.000011,0.000008,0.000011,0.000018,0.000003,0.000016,0.000002,0.000003,0.000001,0.000003,0.000032,0.000004,0.000001,0,0.000003,0.000006,0.000021,0.00001,0
927703,Lactobacillus reuteri ATCC 53608,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus reuteri,Lactobacillus reuteri ATCC 53608,0,0,0.000003,0.000005,0.000001,0.000001,0.000001,0.000022,0.000014,0,0,0,0.000001,0,0.000031,0,0.000011,0,0,0,0,0,0,0,0,0,0,0,0,0.000002,0.000006,0,0.000001,0.000002,0,0,0.000001,0.000001,0.000002,0,0,0,0.000002,0.000003,0.000003,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000002,0.000002,0,0.000001,0,0,0.000001,0.000001,0.000002,0
525341,Lactobacillus reuteri CF48-3A,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus reuteri,Lactobacillus reuteri CF48-3A,0.000005,0.000007,0.000007,0.000008,0.000007,0.000007,0.000006,0.000293,0.000347,0.000002,0.000002,0.000001,0.000006,0.000002,0.000318,0.000005,0.000308,0.000002,0.000006,0.000004,0.000001,0.000004,0.000007,0.000003,0,0,0.000001,0.000001,0.000004,0.000008,0.000017,0.000011,0.000005,0.000031,0.000002,0.000001,0.000006,0.000022,0.000016,0.000001,0.000001,0,0.000009,0.000018,0.000011,0.000012,0.00004,0.000004,0.000018,0.000002,0.000009,0.000003,0.000006,0.000015,0.000005,0.000002,0.000006,0.000002,0.000016,0.000019,0.000016,0.000001
557436,Lactobacillus reuteri DSM 20016,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus reuteri,Lactobacillus reuteri DSM 20016,0.000003,0.000003,0.000003,0.000005,0.000002,0.000004,0.000003,0.000195,0.00013,0.000004,0.000001,0.000001,0.000003,0.000001,0.000248,0.000003,0.000093,0.000002,0.000004,0.000003,0.000002,0.000004,0.000001,0.000004,0,0,0.000001,0.000001,0.000002,0.000001,0.000007,0.000007,0.000002,0.000009,0.000004,0,0.000002,0.000011,0.000007,0,0,0,0.000005,0.000008,0.000005,0.000006,0.000009,0.000003,0.000012,0.000002,0.000003,0,0.000005,0.000013,0.000008,0.000002,0,0.000001,0.000002,0.00001,0.000006,0.000001
557433,Lactobacillus reuteri JCM 1112,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus reuteri,Lactobacillus reuteri JCM 1112,0.000003,0.000003,0.000007,0.000005,0.000003,0.000003,0.000003,0.00019,0.000125,0.000001,0,0,0.000002,0.000001,0.000247,0.000002,0.000091,0.000002,0.000002,0.000002,0,0.000002,0.000001,0.000001,0,0,0.000001,0.000001,0.000002,0.000002,0.000008,0.000006,0.000002,0.000009,0.000003,0,0.000002,0.000012,0.000005,0,0,0,0.000005,0.000007,0.000003,0.000004,0.000008,0.000002,0.000011,0.000002,0.000004,0,0.000004,0.000011,0.000005,0.000001,0,0.000001,0.000002,0.000007,0.000005,0.000001
585517,Lactobacillus reuteri MM2-3,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus reuteri,Lactobacillus reuteri MM2-3,0.000003,0.000003,0.000004,0.000004,0.000002,0.000004,0.000003,0.000182,0.00012,0.000008,0,0.000001,0.000003,0.000001,0.000243,0.000001,0.000083,0.000001,0.000008,0.000003,0.000004,0.000005,0,0.000002,0,0,0.000002,0.000002,0.000001,0.000001,0.00001,0.000006,0.000002,0.000011,0.000001,0,0.000002,0.000011,0.00001,0,0,0,0.000004,0.000009,0.000006,0.000005,0.00001,0.000003,0.000017,0.000002,0.000004,0,0.000006,0.000011,0.000007,0.000001,0,0.000001,0.000003,0.000007,0.000007,0.000001
548485,Lactobacillus reuteri MM4-1A,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus reuteri,Lactobacillus reuteri MM4-1A,0.000003,0.000002,0.000003,0.000004,0.000002,0.000003,0.000003,0.000203,0.000132,0.000008,0,0.000001,0.000002,0.000001,0.000258,0.000002,0.000097,0.000001,0.000008,0.000003,0.000004,0.000005,0.000001,0.000001,0,0,0.000001,0.000001,0.000002,0.000001,0.000009,0.000005,0.000002,0.000035,0.000001,0,0.000002,0.000011,0.000008,0,0,0,0.000004,0.000008,0.000003,0.000004,0.000007,0.000003,0.000016,0.000002,0.000003,0,0.000004,0.000009,0.000005,0.000001,0,0.000001,0.000002,0.000008,0.000006,0.000001
491077,Lactobacillus reuteri SD2112,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus reuteri,Lactobacillus reuteri SD2112,0.000003,0.000005,0.000004,0.000006,0.000005,0.000005,0.000004,0.000238,0.000172,0.000001,0,0,0.000003,0.000002,0.000285,0.000006,0.000129,0.000002,0.000002,0.000003,0.000001,0.000002,0.000009,0.000003,0,0,0.000001,0.000001,0.000002,0.000004,0.000017,0.000015,0.000004,0.000017,0.000001,0,0.000005,0.000032,0.000013,0,0,0,0.000005,0.000013,0.000005,0.000006,0.000024,0.000004,0.000011,0.000002,0.000005,0,0.000003,0.000009,0.000012,0.000002,0.000005,0.000001,0.000013,0.000009,0.000008,0
1002365,Lactobacillus rhamnosus ATCC 21052,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus rhamnosus,Lactobacillus rhamnosus ATCC 21052,0,0.000001,0.000001,0.000001,0.000001,0,0,0.000001,0.000001,0,0,0,0,0,0.000002,0,0.000001,0.000001,0,0,0,0,0,0.000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000001,0,0.000001,0,0,0,0,0.000001,0,0,0,0,0,0,0,0
1088720,Lactobacillus rhamnosus ATCC 8530,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus rhamnosus,Lactobacillus rhamnosus ATCC 8530,0.000008,0.000008,0.000012,0.00001,0.000008,0.000008,0.000004,0.000048,0.000048,0.000002,0.000001,0.000002,0.000001,0,0.000063,0,0.000031,0.000001,0.000004,0.00002,0.000001,0.000001,0,0.000001,0,0.000001,0,0,0.000001,0.000001,0.000003,0.000004,0.000001,0.000003,0.000001,0,0.000001,0.000003,0.000002,0.000001,0.000006,0,0.000002,0.000004,0.000003,0.000004,0.000008,0.000001,0.000004,0.000001,0.000001,0.000001,0.000002,0.000006,0.000005,0.000001,0,0.000002,0.000001,0.000004,0.000003,0
568703,Lactobacillus rhamnosus GG,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus rhamnosus,Lactobacillus rhamnosus GG,0.000008,0.000008,0.000009,0.000011,0.00001,0.00001,0.000004,0.000113,0.000125,0.000002,0.000001,0.000001,0.000003,0,0.000152,0.000001,0.000069,0.000001,0.000002,0.000021,0.000001,0.000002,0.000001,0.000002,0,0,0,0.000001,0.000001,0.000001,0.000003,0.000002,0.000001,0.000005,0.000001,0,0.000001,0.000003,0.000002,0,0,0,0.000002,0.000004,0.000003,0.000004,0.000005,0.000002,0.000004,0.000001,0.000002,0.000001,0.000002,0.000004,0.000011,0.000001,0,0.000002,0.000001,0.000004,0.000004,0
486408,Lactobacillus rhamnosus HN001,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus rhamnosus,Lactobacillus rhamnosus HN001,0.000004,0.00001,0.000012,0.000019,0.000023,0.000008,0.000007,0.000274,0.000326,0,0.000001,0.000001,0.000003,0,0.000364,0.000001,0.000173,0.000001,0.000002,0.000011,0,0.000001,0.000007,0.000003,0,0,0,0.000001,0.000001,0.000001,0.000003,0.000002,0.000002,0.000004,0,0,0.00001,0.000009,0.000003,0,0,0,0.000002,0.000004,0.000003,0.00001,0.000007,0.000002,0.000004,0.000002,0.000003,0.000001,0.000002,0.000003,0.000005,0.000001,0.000001,0.000002,0.000003,0.000007,0.000003,0
568704,Lactobacillus rhamnosus Lc 705,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus rhamnosus,Lactobacillus rhamnosus Lc 705,0.000005,0.000007,0.000012,0.000011,0.000013,0.000006,0.000003,0.000048,0.000048,0.000002,0.000001,0.000002,0.000001,0,0.000061,0,0.00003,0.000001,0.000004,0.00002,0.000001,0.000001,0,0.000002,0,0.000001,0,0,0.000001,0.000001,0.000005,0.000002,0.000001,0.000003,0,0,0.000031,0.000003,0.000002,0,0,0,0.000001,0.000006,0.000001,0.000007,0.000008,0.000001,0.000005,0.000001,0.000001,0.000001,0.000002,0.000005,0.000004,0,0,0.000001,0.000001,0.000003,0.000002,0
525361,Lactobacillus rhamnosus LMS2-1,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus rhamnosus,Lactobacillus rhamnosus LMS2-1,0.000027,0.000007,0.000012,0.00001,0.000009,0.000016,0.000003,0.00005,0.00005,0.000002,0.000001,0.000002,0.000002,0.000002,0.000068,0.000001,0.000032,0.000003,0.000003,0.000018,0.000001,0.000002,0,0.000004,0,0,0.000001,0,0.000001,0.000001,0.000005,0.000002,0.000001,0.000003,0,0,0.000001,0.000003,0.000002,0,0.000003,0,0.000003,0.000006,0.000002,0.000005,0.000006,0.000001,0.000005,0.000001,0.000001,0.000001,0.000002,0.000005,0.000004,0.000001,0,0.000002,0.000001,0.000004,0.000002,0
1203258,Lactobacillus rhamnosus LRHMDP2,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus rhamnosus,Lactobacillus rhamnosus LRHMDP2,0,0.000001,0.000001,0.000001,0.000001,0,0.000001,0.000001,0.000001,0,0,0,0,0.000001,0.000002,0.000001,0.000001,0.000001,0,0.000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000001,0.000001,0,0,0.000001,0,0.000005,0,0,0,0,0,0,0,0,0,0,0,0.000001,0
1203259,Lactobacillus rhamnosus LRHMDP3,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus rhamnosus,Lactobacillus rhamnosus LRHMDP3,0,0,0.000001,0,0,0,0,0.000001,0.000001,0,0,0,0,0,0.000001,0,0,0.000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000001,0.000001,0,0,0,0,0.000001,0,0,0,0,0,0,0,0,0,0,0.000001,0,0
