taxid,desc,superkingdom,phylum,class,order,family,genus,species,toprank,Max,LS001,LS002,LS003,LS004,LS005,LS006,LS007,CD-SRS301865,CD-SRS301866,CD-SRS301867,CD-SRS301868,CD-SRS301869,CD-SRS301870,CD-SRS301871,CD-SRS301872,CD-SRS301873,CD-SRS301874,CD-SRS301875,CD-SRS301876,CD-SRS301877,CD-SRS301878,CD-SRS301879,UC-SRS071964,UC-SRS071970,UC-SRS071978,UC-SRS071981,UC-SRS071982,UC-SRS071988,HE-SRS011061,HE-SRS011084,HE-SRS011134,HE-SRS011239,HE-SRS011271,HE-SRS011302,HE-SRS011405,HE-SRS011452,HE-SRS011529,HE-SRS011586,HE-SRS012273,HE-SRS012902,HE-SRS013158,HE-SRS013215,HE-SRS013687,HE-SRS013951,HE-SRS014235,HE-SRS014923,HE-SRS014979,HE-SRS015065,HE-SRS015217,HE-SRS015578,HE-SRS015663,HE-SRS016018,HE-SRS016095,HE-SRS016335,HE-SRS016495,HE-SRS017103,HE-SRS017433,HE-SRS018427,HE-SRS018656,HE-SRS020328,HE-SRS020869,HE-SRS022713
1085027,Burkholderia pseudomallei 1026a,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,Burkholderia pseudomallei,Burkholderia pseudomallei 1026a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
884204,Burkholderia pseudomallei 1026b,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,Burkholderia pseudomallei,Burkholderia pseudomallei 1026b,0.000002,0,0.000001,0.000002,0.000001,0.000001,0,0.000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
357348,Burkholderia pseudomallei 1106a,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,Burkholderia pseudomallei,Burkholderia pseudomallei 1106a,0.000001,0,0.000001,0.000001,0,0.000001,0.000001,0.000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
357347,Burkholderia pseudomallei 1106b,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,Burkholderia pseudomallei,Burkholderia pseudomallei 1106b,0.000006,0,0.000001,0.000001,0,0.000002,0.000001,0.000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000001,0,0,0
441154,Burkholderia pseudomallei 112,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,Burkholderia pseudomallei,Burkholderia pseudomallei 112,0.000002,0,0.000001,0.000001,0,0.000001,0.000001,0.000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000001,0,0.000001,0.000001,0,0,0,0,0,0,0.000001,0
1086032,Burkholderia pseudomallei 1258a,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,Burkholderia pseudomallei,Burkholderia pseudomallei 1258a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1086033,Burkholderia pseudomallei 1258b,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,Burkholderia pseudomallei,Burkholderia pseudomallei 1258b,0.000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
441160,Burkholderia pseudomallei 14,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,Burkholderia pseudomallei,Burkholderia pseudomallei 14,0.000002,0,0.000001,0.000001,0,0.000002,0.000001,0.000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000001,0,0,0,0,0.000001,0,0,0,0,0,0,0,0,0,0,0
331109,Burkholderia pseudomallei 1655,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,Burkholderia pseudomallei,Burkholderia pseudomallei 1655,0.000002,0,0.000001,0.000001,0,0.000001,0,0.000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
320371,Burkholderia pseudomallei 1710a,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,Burkholderia pseudomallei,Burkholderia pseudomallei 1710a,0.000006,0,0.000001,0.000001,0,0.000006,0.000002,0.000002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
320372,Burkholderia pseudomallei 1710b,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,Burkholderia pseudomallei,Burkholderia pseudomallei 1710b,0.000001,0,0.000001,0.000001,0,0.000001,0,0.000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000001,0,0,0,0,0,0,0,0,0,0,0
425067,Burkholderia pseudomallei 305,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,Burkholderia pseudomallei,Burkholderia pseudomallei 305,0.000002,0,0.000001,0.000001,0,0.000002,0.000001,0.000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1086034,Burkholderia pseudomallei 354a,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,Burkholderia pseudomallei,Burkholderia pseudomallei 354a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1086036,Burkholderia pseudomallei 354e,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,Burkholderia pseudomallei,Burkholderia pseudomallei 354e,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
360118,Burkholderia pseudomallei 406e,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,Burkholderia pseudomallei,Burkholderia pseudomallei 406e,0.000001,0,0.000001,0.000001,0,0.000001,0,0.000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000001,0,0,0,0,0,0,0,0
557724,Burkholderia pseudomallei 576,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,Burkholderia pseudomallei,Burkholderia pseudomallei 576,0.000002,0,0.000002,0.000001,0,0.000001,0.000001,0.000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000001,0,0,0
320373,Burkholderia pseudomallei 668,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,Burkholderia pseudomallei,Burkholderia pseudomallei 668,0.000003,0,0.000003,0.000001,0.000001,0.000002,0.000001,0.000002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000001,0,0,0,0.000001,0.000001,0,0,0
441156,Burkholderia pseudomallei 7894,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,Burkholderia pseudomallei,Burkholderia pseudomallei 7894,0.000001,0,0.000001,0.000001,0,0.000001,0,0.000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000001,0,0.000001,0,0,0,0,0.000001,0,0,0
441158,Burkholderia pseudomallei 9,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,Burkholderia pseudomallei,Burkholderia pseudomallei 9,0.000001,0,0,0.000001,0,0.000001,0,0.000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
441159,Burkholderia pseudomallei 91,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,Burkholderia pseudomallei,Burkholderia pseudomallei 91,0.000001,0,0,0.000001,0,0.000001,0,0.000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
441155,Burkholderia pseudomallei B7210,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,Burkholderia pseudomallei,Burkholderia pseudomallei B7210,0.000088,0,0,0.000001,0,0.000001,0.000001,0.000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000088,0,0,0,0,0,0,0,0.000001,0,0,0,0,0,0.000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
441152,Burkholderia pseudomallei BCC215,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,Burkholderia pseudomallei,Burkholderia pseudomallei BCC215,0.000007,0,0.000002,0.000002,0,0.000001,0.000001,0.000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000007,0,0,0,0,0,0,0,0,0,0
1229785,Burkholderia pseudomallei BPC006,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,Burkholderia pseudomallei,Burkholderia pseudomallei BPC006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
441161,Burkholderia pseudomallei DM98,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,Burkholderia pseudomallei,Burkholderia pseudomallei DM98,0.000006,0,0.000001,0.000001,0,0.000001,0.000001,0.000001,0,0,0,0,0,0.000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000001,0,0.000001,0,0,0,0,0,0,0,0.000001,0
272560,Burkholderia pseudomallei K96243,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,Burkholderia pseudomallei,Burkholderia pseudomallei K96243,0.000001,0,0.000001,0.000001,0,0.000001,0,0.000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1247713,Burkholderia pseudomallei MSHR1043,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,Burkholderia pseudomallei,Burkholderia pseudomallei MSHR1043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
536230,Burkholderia pseudomallei MSHR346,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,Burkholderia pseudomallei,Burkholderia pseudomallei MSHR346,0.000001,0,0.000001,0.000001,0,0.000001,0.000001,0.000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000001,0,0.000001,0
441153,Burkholderia pseudomallei NCTC 13177,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,Burkholderia pseudomallei,Burkholderia pseudomallei NCTC 13177,0.000002,0,0.000001,0.000001,0,0.000002,0.000001,0.000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000001,0,0,0,0,0,0,0,0,0,0,0,0,0.000001,0,0,0,0,0,0,0,0,0,0
595498,Burkholderia pseudomallei Pakistan 9,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,Burkholderia pseudomallei,Burkholderia pseudomallei Pakistan 9,0.000001,0,0.000001,0.000001,0,0.000001,0,0.000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
331978,Burkholderia pseudomallei Pasteur 52237,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,Burkholderia pseudomallei,Burkholderia pseudomallei Pasteur 52237,0.000001,0,0.000001,0.000001,0,0.000001,0.000001,0.000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000001,0
320374,Burkholderia pseudomallei S13,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,Burkholderia pseudomallei,Burkholderia pseudomallei S13,0.000092,0,0.000001,0.000002,0.000001,0.000002,0.000001,0.000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000092,0,0.000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000001,0,0,0,0,0,0.000001,0,0,0,0,0,0,0,0,0
882378,Burkholderia rhizoxinica HKI 454,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,Burkholderia rhizoxinica,Burkholderia rhizoxinica HKI 454,0.000027,0.000002,0.000012,0.000007,0.000005,0.000025,0.000006,0.000007,0,0,0,0,0,0,0,0,0,0.000001,0,0,0,0,0,0.000001,0.000011,0,0,0.000007,0.00001,0.000001,0.000002,0.000003,0.000002,0.000001,0.000001,0,0,0.000002,0.000002,0.000002,0,0,0,0.000006,0.000003,0.000005,0.000002,0.000006,0.000001,0.000002,0,0.000001,0.000002,0.000005,0.000027,0.000002,0.000002,0.000001,0,0.000001,0.000002,0.000005,0
269483,Burkholderia sp. 383,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,Burkholderia sp. 383,Burkholderia sp. 383,0.000007,0.000001,0.000004,0.000004,0.000002,0.000007,0.000003,0.000006,0.000001,0,0,0,0,0,0,0.000001,0,0.000001,0,0,0,0,0,0.000002,0,0,0,0,0,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0,0,0.000001,0,0.000001,0,0,0,0.000001,0.000001,0.000001,0.000001,0.000003,0.000001,0,0,0.000001,0.000001,0.000004,0.000005,0,0.000001,0,0,0.000001,0.000001,0.000002,0
1144309,Burkholderia sp. BT03,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,Burkholderia sp. BT03,Burkholderia sp. BT03,0.000003,0,0,0.000001,0,0.000002,0.000001,0.000001,0,0.000001,0,0,0,0,0,0.000003,0,0.000002,0,0,0,0,0,0,0,0,0.000001,0,0.000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000001,0.000001,0,0,0,0,0,0.000001,0
640510,Burkholderia sp. CCGE1001,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,Burkholderia sp. CCGE1001,Burkholderia sp. CCGE1001,0.00001,0.000002,0.000005,0.000006,0.000002,0.00001,0.000004,0.000009,0.000001,0.000001,0.000001,0,0,0,0,0.000001,0,0.000001,0,0.000001,0,0.000001,0.000001,0,0.000003,0,0,0.000002,0.000004,0.000002,0.000001,0.000002,0.000003,0.000001,0.000001,0,0.000001,0.000001,0.000001,0.000001,0,0,0,0.000001,0.000002,0.000001,0.000001,0.000004,0.000001,0.000002,0,0.000001,0.000001,0.000006,0.000008,0,0.000001,0.000001,0.000001,0.000001,0.000002,0.000003,0
640511,Burkholderia sp. CCGE1002,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,Burkholderia sp. CCGE1002,Burkholderia sp. CCGE1002,0.000008,0.000001,0.000004,0.000005,0.000002,0.000008,0.000003,0.000006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000004,0.000004,0,0,0.000002,0.000003,0.000001,0.000001,0.000001,0.000002,0.000001,0.000002,0,0.000001,0.000001,0.000001,0.000001,0,0.000001,0,0.000001,0.000001,0.000001,0.000001,0.000005,0.000001,0.000001,0,0.000001,0.000001,0.000003,0.000007,0.000001,0.000001,0.000001,0.000001,0.000005,0.000002,0.000003,0
640512,Burkholderia sp. CCGE1003,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,Burkholderia sp. CCGE1003,Burkholderia sp. CCGE1003,0.000011,0.000001,0.000006,0.000006,0.000003,0.000011,0.000003,0.000005,0.000001,0.000001,0.000001,0,0,0,0,0.000001,0,0.000001,0,0.000001,0,0.000002,0.000001,0,0.000002,0,0,0.000003,0.000003,0.000003,0.000001,0.000002,0.000003,0.000001,0.000001,0,0,0.000001,0.000001,0.000001,0,0.000001,0,0.000001,0.000001,0.000002,0.000002,0.000004,0.000001,0.000001,0,0.000001,0.000001,0.000005,0.00001,0,0.000001,0,0.000001,0.000002,0.000003,0.000004,0
243261,Burkholderia sp. Ch1-1,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,Burkholderia sp. Ch1-1,Burkholderia sp. Ch1-1,0.000011,0.000001,0.000003,0.000003,0.000001,0.000006,0.000003,0.000004,0.000001,0,0.000001,0,0,0,0,0,0,0.000001,0,0.000001,0,0.000001,0,0.000002,0.000002,0,0,0.000001,0.000001,0.000002,0.000001,0.000002,0.000002,0.000001,0.000001,0,0,0.000001,0.000001,0.000001,0,0,0,0.000001,0.000001,0.000001,0.000001,0.000003,0.000001,0.000001,0,0.000001,0.000001,0.000006,0.000011,0.000001,0.000001,0,0,0.000002,0.000002,0.000002,0
516466,Burkholderia sp. H160,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,Burkholderia sp. H160,Burkholderia sp. H160,0.000013,0.000002,0.000004,0.000005,0.000003,0.000013,0.000004,0.000008,0.000001,0.000001,0,0,0,0.000001,0,0.000001,0,0.000001,0,0,0.000001,0.000001,0.000011,0.000002,0.000006,0,0,0.000001,0.000003,0.000001,0.000001,0.000002,0.000002,0.000001,0.000001,0,0.000001,0.000001,0.000001,0.000001,0,0,0,0.000001,0.000002,0.000001,0.000002,0.000006,0.000001,0.000001,0,0.000001,0.000001,0.000003,0.000003,0,0.000001,0.000001,0.000001,0.000001,0.000002,0.000002,0
416344,Burkholderia sp. KJ006,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,Burkholderia sp. KJ006,Burkholderia sp. KJ006,0.000009,0.000002,0.000003,0.000004,0.000002,0.000009,0.000003,0.000006,0,0,0,0,0,0,0,0.000001,0,0.000001,0,0,0,0,0,0.000001,0.000002,0.000001,0,0,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0,0.000001,0.000001,0.000001,0.000001,0,0.000001,0,0.000001,0.000001,0.000001,0.000002,0.000003,0.000001,0,0,0.000001,0.000001,0.000004,0.000004,0,0.000001,0,0,0.000002,0.000001,0.000004,0
987057,Burkholderia sp. TJI49,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,Burkholderia sp. TJI49,Burkholderia sp. TJI49,0.000002,0,0.000001,0.000002,0,0.000002,0.000001,0.000002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000001,0,0,0,0,0,0.000001,0,0,0,0,0,0,0.000001,0,0,0
1097668,Burkholderia sp. YI23,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,Burkholderia sp. YI23,Burkholderia sp. YI23,0.000013,0.000002,0.000006,0.000006,0.000003,0.000013,0.000005,0.00001,0.000003,0.000002,0,0,0,0,0,0.000003,0,0.000003,0,0,0,0,0,0.000005,0.000002,0,0,0.000003,0.000004,0.000005,0.000001,0.000004,0.000003,0.000002,0.000005,0,0.000001,0.000002,0.000001,0.000002,0,0,0,0.000001,0.000003,0.000002,0.000003,0.000007,0.000001,0.000002,0,0.000002,0.000001,0.000004,0.000011,0.000007,0.000003,0.000001,0.000001,0.000003,0.000003,0.000005,0
1171375,Burkholderia terrae BS001,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,Burkholderia terrae,Burkholderia terrae BS001,0.000002,0,0.000001,0.000001,0,0.000002,0.000001,0.000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000001,0,0.000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000001,0,0,0,0.000001,0.000001,0,0,0,0,0,0,0.000001,0
441164,Burkholderia thailandensis Bt4,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,Burkholderia thailandensis,Burkholderia thailandensis Bt4,0.000005,0.000001,0.000001,0.000002,0.000001,0.000005,0.000002,0.000004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000001,0,0,0.000001,0.000001,0.000001,0,0.000001,0.000001,0,0,0,0,0,0,0,0,0,0,0,0.000001,0,0.000001,0.000001,0,0,0,0,0,0.000002,0.000001,0,0,0,0,0.000001,0.000001,0.000001,0
271848,Burkholderia thailandensis E264,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,Burkholderia thailandensis,Burkholderia thailandensis E264,0.000005,0.000001,0.000002,0.000002,0.000001,0.000005,0.000002,0.000005,0.000001,0,0,0,0,0,0,0.000001,0,0.000001,0,0,0,0,0,0.000001,0.000001,0,0,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0,0,0,0,0,0,0,0,0,0,0,0.000001,0,0,0.000001,0,0,0,0.000001,0,0.000001,0.000001,0.000002,0,0,0,0.000002,0.000001,0.000001,0
441157,Burkholderia thailandensis MSMB43,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,Burkholderia thailandensis,Burkholderia thailandensis MSMB43,0.000005,0.000001,0.000002,0.000002,0.000001,0.000005,0.000002,0.000003,0.000001,0.000001,0,0,0,0,0,0.000001,0,0.000001,0,0,0,0,0,0,0.000001,0,0,0,0,0.000001,0,0.000001,0,0,0.000001,0,0,0,0,0.000001,0,0,0,0,0.000001,0,0.000001,0.000002,0,0,0,0,0.000001,0,0,0.000001,0,0,0,0.000003,0.000001,0.000001,0
441165,Burkholderia thailandensis TXDOH,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,Burkholderia thailandensis,Burkholderia thailandensis TXDOH,0.000005,0.000001,0.000002,0.000003,0.000001,0.000005,0.000002,0.000004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000001,0.000001,0.000001,0,0.000001,0.000001,0,0,0,0,0.000001,0,0.000001,0,0,0,0,0.000001,0.000001,0.000001,0.000004,0,0,0,0.000001,0,0.000002,0.000003,0,0,0,0,0.000001,0.000001,0.000001,0
441166,Burkholderia ubonensis Bu,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,Burkholderia ubonensis,Burkholderia ubonensis Bu,0.000011,0.000002,0.000007,0.000006,0.000002,0.000011,0.000005,0.000009,0.000002,0.000001,0,0,0.000001,0.000001,0,0.000002,0,0.000002,0,0,0,0,0,0,0.000002,0,0,0,0.000001,0.000001,0.000001,0.000002,0.000001,0,0.000001,0,0.000001,0.000001,0.000001,0.000001,0,0,0,0.000001,0.000002,0.000001,0.000001,0.000005,0,0.000001,0,0.000002,0.000002,0.000001,0.000001,0,0.000001,0.000001,0.000001,0.000003,0.000002,0.000002,0
269482,Burkholderia vietnamiensis G4,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,Burkholderia vietnamiensis,Burkholderia vietnamiensis G4,0.000009,0.000001,0.000004,0.000003,0.000002,0.000009,0.000003,0.000005,0,0,0,0.000001,0.000001,0.000001,0,0,0,0,0,0,0,0,0,0.000002,0.000001,0.000001,0,0.000001,0.000001,0.000001,0.000001,0.000001,0,0,0.000001,0,0.000001,0.000001,0.000001,0.000001,0,0,0,0.000001,0.000001,0.000001,0.000001,0.000003,0,0.000001,0,0.000001,0.000001,0.000002,0.000002,0,0.000001,0,0,0.000002,0.000001,0.000001,0
