taxid,desc,superkingdom,phylum,class,order,family,genus,species,LS001,LS002,LS003,LS004,LS005,LS006,LS007,CD-SRS301865,CD-SRS301866,CD-SRS301867,CD-SRS301868,CD-SRS301869,CD-SRS301870,CD-SRS301871,CD-SRS301872,CD-SRS301873,CD-SRS301874,CD-SRS301875,CD-SRS301876,CD-SRS301877,CD-SRS301878,CD-SRS301879,UC-SRS071964,UC-SRS071970,UC-SRS071978,UC-SRS071981,UC-SRS071982,UC-SRS071988,HE-SRS011061,HE-SRS011084,HE-SRS011134,HE-SRS011239,HE-SRS011271,HE-SRS011302,HE-SRS011405,HE-SRS011452,HE-SRS011529,HE-SRS011586,HE-SRS012273,HE-SRS012902,HE-SRS013158,HE-SRS013215,HE-SRS013687,HE-SRS013951,HE-SRS014235,HE-SRS014923,HE-SRS014979,HE-SRS015065,HE-SRS015217,HE-SRS015578,HE-SRS015663,HE-SRS016018,HE-SRS016095,HE-SRS016335,HE-SRS016495,HE-SRS017103,HE-SRS017433,HE-SRS018427,HE-SRS018656,HE-SRS020328,HE-SRS020869,HE-SRS022713
479936,Commensalibacter intestini,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,Commensalibacter,Commensalibacter intestini,0.000008,0.000003,0.000003,0.000007,0.000004,0.000004,0.000002,0.000001,0,0.000001,0,0,0.000004,0.000001,0,0,0,0.000007,0.000001,0.000002,0.000002,0.000005,0.000011,0.000006,0,0.000002,0.000003,0.000003,0.000002,0.000003,0.000022,0.000006,0.000005,0.000006,0.000002,0.000001,0.000004,0.000008,0.000017,0.000001,0.000016,0,0.000005,0.000016,0.000008,0.000009,0.000007,0.000016,0.000003,0.000001,0.000007,0.000001,0.00011,0.000293,0.000001,0.000003,0,0.000001,0.000004,0.000011,0.000023,0.000001
91844,Candidatus Portiera aleyrodidarum,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Halomonadaceae,Candidatus Portiera,Candidatus Portiera aleyrodidarum,0.000014,0.000004,0.000004,0.000017,0.000002,0.000013,0.000003,0,0,0.000003,0,0,0.000005,0.000001,0,0.000001,0,0.000003,0,0.000005,0.000002,0.000015,0.000019,0,0,0,0,0.000007,0.000012,0.000128,0.000105,0.000028,0.000015,0.000029,0.000205,0,0.000017,0.000028,0.000126,0,0.000001,0,0.000008,0.00008,0.000062,0.000103,0.000031,0.000004,0.000002,0.000001,0.000023,0,0.000006,0.000292,0.000005,0.000002,0.000002,0.000002,0.000015,0.000037,0.000006,0.000001
316,Pseudomonas stutzeri,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas stutzeri,0.000019,0.00005,0.000057,0.000028,0.000122,0.000046,0.000073,0.000005,0.000003,0.000002,0.000002,0.000004,0.000005,0.000002,0.000004,0.000001,0.000005,0.000001,0.000001,0.000001,0.000001,0.000002,0.000289,0.000122,0.000003,0.000001,0.000004,0.000173,0.000024,0.000012,0.000018,0.000011,0.000013,0.000018,0.000003,0.000004,0.000008,0.000007,0.000015,0.000001,0.000007,0,0.000015,0.000016,0.000015,0.000028,0.000039,0.000011,0.00002,0.000003,0.000012,0.000011,0.000046,0.00005,0.000005,0.00001,0.000005,0.000007,0.000036,0.000018,0.000032,0.000004
179636,Alicycliphilus denitrificans,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Alicycliphilus,Alicycliphilus denitrificans,0.000024,0.000019,0.000015,0.000011,0.000046,0.00002,0.000027,0.000003,0.000002,0,0.000001,0,0.000001,0,0.000003,0,0.000004,0,0,0,0,0.000001,0.000283,0.000004,0.000006,0.000006,0.000002,0.000008,0.000008,0.000006,0.000005,0.000005,0.000002,0.000006,0.000001,0.000004,0.000004,0.000002,0.000004,0,0.000001,0,0.000007,0.000005,0.000005,0.000006,0.000008,0.000003,0.000015,0.000001,0.000005,0.000004,0.000011,0.000014,0.000007,0.000003,0.000002,0.000003,0.000007,0.000007,0.000009,0.000001
525244,Acinetobacter sp. ATCC 27244,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,Acinetobacter sp. ATCC 27244,0.000001,0.000001,0,0.000002,0.000002,0.000002,0.000002,0.000001,0.000001,0,0,0,0.000001,0,0.000002,0,0.000001,0,0,0,0,0,0.000274,0.000006,0.000002,0.000002,0.000001,0.000005,0.000001,0.000001,0.000003,0.000003,0.000001,0.000005,0,0,0.000001,0.000001,0.000002,0,0,0,0.000001,0.000003,0.000002,0.000002,0.000003,0.000001,0.000001,0.000001,0.000001,0,0.000011,0.000001,0.000013,0,0,0.000002,0,0.000002,0.000002,0
665948,Pseudomonas sp. 2_1_26,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas sp. 2_1_26,0.000001,0.000002,0.000002,0.000002,0.000005,0.000012,0.000003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000274,0,0,0,0,0,0.000001,0,0.000001,0.000001,0,0,0,0,0.000001,0.000001,0,0,0.000001,0,0.000001,0.000001,0,0.000001,0.000003,0,0.000001,0,0,0.000001,0.000002,0.000004,0.000001,0,0,0,0.000001,0.000001,0.000001,0
251542,Candidatus Blochmannia chromaiodes,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Candidatus Blochmannia,Candidatus Blochmannia chromaiodes,0.000004,0,0.000001,0.000003,0,0.000001,0,0,0.000001,0,0,0,0,0,0.000001,0,0,0,0,0,0,0,0.000017,0,0,0,0.000009,0,0,0,0.000001,0.000001,0,0.000001,0,0,0.000002,0.000001,0,0,0,0,0,0.000271,0.000002,0,0.000002,0,0,0,0,0,0,0.000001,0,0,0,0.000014,0,0.000001,0,0
264,Francisella novicida,Bacteria,Proteobacteria,Gammaproteobacteria,Thiotrichales,Francisellaceae,Francisella,Francisella novicida,0.000017,0.000011,0.000009,0.000021,0.000009,0.000018,0.000007,0.000003,0.000001,0.000001,0.000001,0.000001,0.000003,0.000005,0.000001,0.000001,0.000002,0.000005,0,0.000003,0,0.000003,0.000074,0.000006,0,0.000001,0.000028,0.000008,0.000016,0.000015,0.00007,0.000039,0.000049,0.000122,0.000002,0.00004,0.000049,0.000042,0.000052,0.000002,0.000004,0.000002,0.000017,0.000051,0.000028,0.000025,0.00007,0.00002,0.000035,0.000008,0.000027,0.000012,0.000095,0.000104,0.00027,0.000005,0.000022,0.000007,0.00002,0.000026,0.000024,0.000003
636,Edwardsiella tarda,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Edwardsiella,Edwardsiella tarda,0.000012,0.000042,0.000034,0.000021,0.000264,0.000038,0.000082,0.000007,0.000005,0.000017,0.000002,0.000004,0.000002,0.000021,0.000005,0.000001,0.000013,0.000005,0.000001,0.000002,0.000002,0.000003,0.000011,0.000065,0.000022,0.000015,0.00001,0.000113,0.000017,0.000008,0.000014,0.000004,0.000005,0.000015,0.000002,0.000002,0.000005,0.000005,0.000008,0,0.000003,0,0.000009,0.000013,0.000008,0.000011,0.000024,0.000008,0.000016,0.000002,0.000008,0.000007,0.000039,0.000069,0.000014,0.000012,0.000002,0.000006,0.00001,0.000013,0.000022,0.000001
782,Rickettsia prowazekii,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Rickettsiaceae,Rickettsia,Rickettsia prowazekii,0.000009,0.000004,0.000005,0.000009,0.000005,0.000008,0.000003,0,0,0,0,0,0,0,0,0,0,0,0,0.000001,0,0.000001,0,0.000005,0,0,0.000018,0,0.000009,0.000014,0.000056,0.000026,0.000016,0.00006,0.000001,0.000004,0.000012,0.000052,0.000048,0,0.00001,0,0.000014,0.000043,0.000025,0.000011,0.00005,0.000016,0.000003,0.000002,0.00001,0.000001,0.00009,0.000264,0.000018,0.000001,0.000001,0.000003,0.000027,0.000016,0.000026,0.000002
291048,Caminibacter mediatlanticus,Bacteria,Proteobacteria,Epsilonproteobacteria,Nautiliales,Nautiliaceae,Caminibacter,Caminibacter mediatlanticus,0.000027,0.000007,0.000009,0.000051,0.000006,0.000018,0.000007,0,0,0.000002,0.000001,0.000001,0.000012,0.000004,0,0,0,0.000003,0,0.000004,0.000002,0.000009,0.000041,0.000029,0,0.000004,0.000021,0.000022,0.000035,0.000028,0.000259,0.000096,0.000033,0.000181,0.000003,0.000001,0.000033,0.000111,0.000239,0.000001,0.000001,0,0.000035,0.000164,0.000054,0.000019,0.000126,0.000011,0.000028,0.000014,0.00004,0.000005,0.000014,0.000109,0.000095,0.000006,0.000001,0.000005,0.000083,0.000081,0.000059,0.000003
53409,Pseudomonas coronafaciens,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas coronafaciens,0.000001,0.000003,0.000002,0.000002,0.000012,0.000002,0.000004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000253,0,0,0,0,0.000001,0.000001,0.000001,0.000001,0.000001,0,0.000003,0,0,0.000001,0,0.000001,0,0.000002,0,0.000001,0.000002,0.000001,0.000002,0.000002,0.000001,0.000001,0,0.000001,0.000001,0.000004,0.000003,0.000004,0,0,0.000001,0.000002,0.000001,0.000002,0
626938,Succinatimonas hippei,Bacteria,Proteobacteria,Gammaproteobacteria,Aeromonadales,Succinivibrionaceae,Succinatimonas,Succinatimonas hippei,0.000017,0.000037,0.000046,0.000049,0.000075,0.000045,0.000044,0.000006,0.000003,0.000004,0.000009,0.000006,0.000012,0.000001,0.000004,0.000009,0.000004,0.000013,0.000001,0.000007,0.000002,0.000005,0,0.000014,0.000001,0,0.00001,0.000011,0.000027,0.000013,0.000134,0.000024,0.000021,0.000052,0.000017,0.00001,0.000017,0.000043,0.000064,0.000004,0.000018,0.000002,0.000037,0.000095,0.000052,0.000252,0.000046,0.000038,0.000071,0.000011,0.00003,0.000012,0.000115,0.000205,0.000063,0.00002,0.000015,0.000028,0.000026,0.000051,0.000049,0.000006
945,Ehrlichia chaffeensis,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Anaplasmataceae,Ehrlichia,Ehrlichia chaffeensis,0.000013,0.000001,0.000003,0.000023,0.000002,0.000004,0.000001,0,0,0,0,0.000001,0.000002,0,0,0,0,0.000001,0,0,0,0,0,0.000002,0,0,0,0,0.000005,0.000017,0.00004,0.00004,0.00001,0.000008,0.000001,0,0.000006,0.000008,0.000034,0,0.000011,0,0.000016,0.000069,0.000027,0.000008,0.000017,0.00001,0.000031,0.000001,0.000016,0.000001,0.000077,0.000251,0.000005,0,0,0.000001,0.000004,0.000021,0.000012,0
742013,Delftia sp. Cs1-4,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Delftia,Delftia sp. Cs1-4,0.000022,0.000007,0.000006,0.000004,0.000018,0.000008,0.000011,0.000002,0.000001,0.000001,0.000005,0.000003,0.000007,0.000001,0.000002,0.000005,0.000001,0.000002,0.000002,0.000001,0.000004,0.000018,0.00025,0.000006,0.000006,0.000013,0.000002,0.000003,0.000002,0.000002,0.000002,0.000001,0,0.000002,0,0.000002,0.000002,0.000001,0.000001,0,0,0,0.000002,0.000002,0.000002,0.000002,0.000003,0.000001,0.000002,0,0.000002,0.000002,0.000001,0.00001,0.000001,0.000002,0.000001,0.000001,0.000005,0.000003,0.000004,0
442,Gluconobacter oxydans,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,Gluconobacter,Gluconobacter oxydans,0.000003,0.000009,0.000008,0.000004,0.000012,0.000005,0.000009,0.000002,0.000001,0,0,0,0,0,0.000001,0,0.000002,0,0,0,0.000001,0,0,0.000001,0,0,0,0.000001,0.000003,0.000002,0.000003,0.000002,0.000004,0.000002,0.000001,0.000001,0.000001,0.000001,0.000003,0,0.000015,0,0.000002,0.000002,0.000002,0.000005,0.000005,0.00001,0.000001,0.000001,0.000001,0.000001,0.000132,0.00025,0,0.000002,0,0.000002,0.000002,0.000005,0.000016,0
63612,Sodalis glossinidius,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Sodalis,Sodalis glossinidius,0.000003,0.000007,0.000006,0.000005,0.000023,0.000017,0.000011,0.000027,0.000015,0.000004,0,0,0.000001,0.000002,0.000004,0,0.000012,0,0.000001,0,0,0,0.000003,0.000145,0,0.000009,0.000001,0.000244,0.000001,0.000003,0.000004,0.000002,0.000002,0.000002,0,0.000001,0.000001,0.000001,0.000004,0.000001,0.000002,0,0.000002,0.000004,0.000002,0.000008,0.000005,0.000004,0.000002,0.000001,0.000003,0.000003,0.000018,0.000021,0.000003,0.000003,0.000001,0.000001,0.000003,0.000003,0.000011,0
195,Campylobacter coli,Bacteria,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Campylobacter,Campylobacter coli,0.000031,0.000008,0.000051,0.000024,0.000008,0.000018,0.000013,0.000001,0,0.000002,0.000001,0.000001,0.000007,0.000001,0,0.000001,0.000001,0.000002,0.000001,0.000006,0.000001,0.000009,0.000239,0.000008,0.000002,0.000003,0.000013,0.000006,0.000019,0.000015,0.000076,0.000055,0.000016,0.000069,0.000007,0.000009,0.000027,0.000067,0.00007,0.000001,0.000003,0.000009,0.000029,0.000067,0.000028,0.000022,0.000068,0.000027,0.000051,0.00001,0.000032,0.000009,0.000027,0.000044,0.000068,0.000014,0.000019,0.000031,0.000031,0.000029,0.000033,0.000004
788,Rickettsia canadensis,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Rickettsiaceae,Rickettsia,Rickettsia canadensis,0.000005,0.00001,0.000002,0.000005,0.000005,0.000003,0.000002,0,0,0.000007,0,0,0,0,0,0,0,0,0.000006,0.000003,0.000006,0.000006,0,0.000005,0,0,0,0.000002,0.000004,0.000009,0.000022,0.000019,0.000005,0.000016,0,0,0.000008,0.000018,0.000031,0,0.000008,0,0.000011,0.000016,0.000012,0.000004,0.000036,0.000012,0.000011,0.000001,0.000004,0.000002,0.000071,0.000239,0,0.000001,0.000001,0.000001,0.000015,0.000008,0.000029,0
28197,Arcobacter butzleri,Bacteria,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Arcobacter,Arcobacter butzleri,0.000036,0.000012,0.000009,0.000059,0.00001,0.000023,0.000007,0.000003,0.000001,0.000006,0.000002,0.000001,0.00002,0.000003,0.000001,0.000003,0.000002,0.000008,0.000001,0.000008,0.000002,0.000011,0.000114,0.000031,0.000002,0.000002,0.000022,0.00003,0.000031,0.000044,0.000168,0.000146,0.000037,0.000101,0.000005,0.000005,0.000039,0.000105,0.00023,0.000001,0.000017,0.000003,0.000051,0.000164,0.000057,0.000043,0.000086,0.000014,0.000027,0.000011,0.000061,0.000007,0.000039,0.000156,0.00005,0.000007,0.000007,0.000009,0.00004,0.000092,0.000042,0.000002
56426,Bartonella clarridgeiae,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bartonellaceae,Bartonella,Bartonella clarridgeiae,0.000005,0.000004,0.000003,0.000003,0.000004,0.000004,0.000002,0.000001,0,0,0.000001,0.000001,0.000004,0,0,0,0,0,0,0.000001,0,0.000002,0.000009,0,0,0,0,0,0.000002,0.000006,0.000008,0.000016,0.000005,0.000009,0.000001,0,0.000001,0.000014,0.000025,0.000001,0.000008,0,0.000008,0.000007,0.000003,0.000009,0.00001,0.000008,0.000022,0.000001,0.000005,0.000004,0.000049,0.000229,0.000009,0.000001,0.000001,0.000001,0.000002,0.000016,0.000012,0.000001
305,Ralstonia solanacearum,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Ralstonia,Ralstonia solanacearum,0.000025,0.000041,0.000042,0.000024,0.000109,0.00004,0.000063,0.000024,0.000017,0.000003,0.000002,0.000001,0.000002,0,0.000033,0,0.00003,0.000001,0.000002,0.000001,0.000006,0.000003,0.000226,0.000031,0.000003,0.000002,0.000014,0.000028,0.000014,0.000013,0.000018,0.000012,0.000007,0.000009,0.000002,0.000009,0.000009,0.00001,0.000012,0,0.000002,0.000001,0.000007,0.000018,0.00001,0.000015,0.000046,0.000005,0.00001,0.000002,0.000014,0.000007,0.00003,0.000053,0.000003,0.000006,0.000009,0.000008,0.00002,0.000017,0.000025,0.000001
767892,Candidatus Puniceispirillum marinum,Bacteria,Proteobacteria,Alphaproteobacteria,none,none,Candidatus Puniceispirillum,Candidatus Puniceispirillum marinum,0.000003,0.000006,0.000004,0.000004,0.000009,0.000004,0.000004,0,0,0,0.000002,0.000002,0.000003,0,0,0,0,0,0,0.000003,0,0,0.000005,0.000001,0,0,0,0,0.000002,0.000002,0.000003,0.000002,0.000004,0.000007,0.000001,0,0.000001,0.000001,0.000006,0.000001,0.000016,0,0.000003,0.000003,0.000002,0.000006,0.000007,0.000021,0.000005,0,0.000001,0.000001,0.000115,0.000225,0.000008,0.000001,0,0.000002,0.000001,0.000002,0.000028,0.000001
106654,Acinetobacter nosocomialis,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,Acinetobacter nosocomialis,0.000001,0.000002,0.000003,0.000005,0.000003,0.000003,0.000003,0.000001,0,0.000001,0,0,0.000003,0.000001,0,0,0,0,0,0.000001,0,0.000001,0.00022,0.000004,0,0.000001,0.000005,0.000004,0.000004,0.000002,0.000005,0.000006,0.000003,0.000005,0,0,0.000001,0.000004,0.000004,0.000001,0.000001,0,0.000002,0.000004,0.000004,0.000004,0.000008,0.000003,0.000003,0.000001,0.000002,0,0.000007,0.000017,0.000002,0.000001,0.000001,0.000002,0.000008,0.000003,0.000004,0.000001
104102,Acetobacter tropicalis,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,Acetobacter,Acetobacter tropicalis,0.000001,0.000004,0.000004,0.000003,0.000009,0.000002,0.000003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000005,0.000002,0.000003,0.000002,0.000002,0.000004,0,0,0.000004,0.000003,0.000004,0,0.000012,0.000001,0.000003,0.000003,0.000001,0.000003,0.000002,0.000013,0.000011,0.000001,0.000002,0.000001,0.000108,0.000218,0.000002,0.000001,0,0.000001,0.000002,0.000003,0.000021,0
731,Histophilus somni,Bacteria,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Histophilus,Histophilus somni,0.000054,0.000016,0.000012,0.000022,0.000012,0.000015,0.000014,0.000007,0.000004,0.000006,0.000005,0.000003,0.000009,0.000009,0.000004,0.000004,0.000004,0.000005,0.000006,0.000018,0.000003,0.000015,0.000052,0.000009,0,0.000003,0.000012,0.00001,0.000006,0.000009,0.000026,0.00003,0.00001,0.000041,0.000004,0.000006,0.00001,0.000031,0.000095,0.000021,0.000002,0.000001,0.000013,0.000051,0.000021,0.000043,0.000214,0.000012,0.000024,0.000009,0.000013,0.000007,0.000055,0.000045,0.000019,0.000076,0.00001,0.000009,0.000007,0.000033,0.000022,0.000002
51229,Wigglesworthia glossinidia,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Wigglesworthia,Wigglesworthia glossinidia,0.000032,0.000005,0.000006,0.000042,0.000008,0.00002,0.000007,0,0,0.000002,0,0,0.000005,0.000002,0,0,0,0.000001,0,0.000002,0.000001,0.000003,0,0.000004,0,0,0.000011,0.000007,0.00003,0.000046,0.000192,0.000081,0.000029,0.000116,0.000001,0,0.000038,0.000079,0.000213,0.000002,0.000001,0,0.000025,0.000157,0.000042,0.000018,0.00014,0.000006,0.000031,0.000005,0.000042,0.000002,0.000026,0.000103,0.00001,0.000007,0.000003,0.000004,0.000054,0.000059,0.000048,0
364410,Granulibacter bethesdensis,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,Granulibacter,Granulibacter bethesdensis,0.000003,0.000012,0.000009,0.000006,0.000016,0.000005,0.00001,0.000001,0.000001,0,0,0,0.000001,0,0.000002,0,0.000002,0,0,0,0,0,0,0,0,0,0.000001,0.000001,0.000007,0.000003,0.000007,0.000003,0.000004,0.000012,0.000001,0,0.000002,0.000003,0.000005,0.000001,0.000012,0,0.000001,0.000007,0.000003,0.000008,0.000009,0.000024,0.00001,0.000001,0.000002,0.000002,0.0001,0.000212,0.000004,0.000001,0.000001,0.000002,0.000005,0.000005,0.00004,0.000001
203,Campylobacter rectus,Bacteria,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Campylobacter,Campylobacter rectus,0.000205,0.000009,0.00001,0.000005,0.000019,0.000008,0.00002,0.000002,0.000001,0.000001,0.000002,0.000006,0.000011,0.000001,0.000002,0.000002,0.000001,0.000001,0,0.000001,0.000001,0.000004,0,0.000001,0,0,0,0,0.000008,0.000004,0.000006,0.000003,0.000004,0.000006,0.000004,0.000001,0.000002,0.000001,0.000009,0,0.000001,0,0.000001,0.000007,0.000004,0.000012,0.000017,0.000004,0.00001,0.000004,0.00001,0.000004,0.000012,0.000026,0.000016,0.000002,0,0.000003,0.000062,0.000009,0.000012,0
84647,Candidatus Odyssella thessalonicensis,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,none,Candidatus Odyssella,Candidatus Odyssella thessalonicensis,0.000001,0.000003,0.000001,0.000002,0.000008,0.000001,0.000001,0.000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000002,0.000003,0.000005,0.000005,0.000003,0.000004,0,0,0.000001,0.000007,0.000007,0,0.000012,0,0.000003,0.000004,0.000004,0.000003,0.000005,0.000015,0.000002,0,0.000002,0.000003,0.000084,0.000201,0.000001,0.000002,0.000002,0.000002,0.00001,0.000006,0.000021,0
28450,Burkholderia pseudomallei,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,Burkholderia pseudomallei,0.000006,0.000021,0.000024,0.000009,0.000038,0.000014,0.000022,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0,0.000001,0,0.000002,0.000001,0.000001,0,0.000001,0.000001,0.0002,0.000002,0.000001,0,0.000001,0.000003,0.000005,0.000003,0.000005,0.000004,0.000002,0.000008,0,0.000002,0.000003,0.000003,0.000003,0.000001,0.000001,0,0.000004,0.000005,0.000003,0.000008,0.000008,0.000002,0.000002,0.000001,0.000007,0.000012,0.000007,0.000008,0.000001,0.000002,0.000002,0.000003,0.000012,0.000005,0.000009,0
488,Neisseria mucosa,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Neisseria,Neisseria mucosa,0.000011,0.000019,0.000015,0.000013,0.000041,0.000012,0.000016,0.000003,0.000002,0.000001,0.000001,0.000003,0.000003,0.000005,0.000004,0.000009,0.000003,0.000011,0,0.000002,0.000001,0.000002,0.000199,0.000037,0.000001,0,0.000035,0.000044,0.000015,0.000006,0.00001,0.000009,0.000005,0.000008,0.000001,0.000001,0.000005,0.000006,0.000004,0.000002,0.000006,0,0.00001,0.000012,0.000006,0.000014,0.000019,0.000006,0.00002,0.000007,0.000008,0.000007,0.00003,0.000036,0.00002,0.000004,0.000001,0.000001,0.000005,0.000013,0.000016,0.000059
439493,Candidatus Pelagibacter sp. HTCC7211,Bacteria,Proteobacteria,Alphaproteobacteria,none,none,Candidatus Pelagibacter,Candidatus Pelagibacter sp. HTCC7211,0.000016,0.000003,0.000004,0.000025,0.000004,0.000008,0.000002,0,0,0.000005,0.000004,0.000003,0.000011,0.000003,0,0,0,0.000003,0.000004,0.000002,0.000004,0.000009,0,0.000004,0,0,0.000005,0.000009,0.000013,0.000026,0.000079,0.000047,0.000016,0.000061,0.000001,0.000001,0.000018,0.000054,0.000123,0,0.000008,0,0.000015,0.000064,0.000013,0.000005,0.00007,0.00001,0.000002,0.000002,0.000015,0.000002,0.000077,0.000199,0.000002,0.000003,0.000002,0.000003,0.000026,0.000024,0.000022,0
82789,Agrobacterium sp. ATCC 31749,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Agrobacterium,Agrobacterium sp. ATCC 31749,0.000002,0.000006,0.000005,0.000003,0.000015,0.000004,0.000006,0.000001,0,0.000001,0,0.000001,0.000001,0,0.000001,0,0,0,0.000001,0,0.000001,0,0.000198,0.000001,0,0,0,0,0.000002,0.000001,0.000003,0.000002,0.000002,0.000002,0,0,0.000001,0.000001,0.000001,0,0.000003,0,0.000001,0.000002,0.000002,0.000002,0.000005,0.000004,0.000002,0,0.000001,0,0.000025,0.000047,0.000006,0.000001,0,0.000003,0.000001,0.000004,0.000009,0
158877,Yokenella regensburgei,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Yokenella,Yokenella regensburgei,0.000003,0.000009,0.000014,0.000009,0.000061,0.00002,0.000198,0.000003,0.000002,0.000009,0,0,0.000001,0.000038,0.000001,0,0.000003,0.000002,0,0.000003,0,0.000002,0,0,0,0,0.000001,0.000005,0.000002,0.000002,0.000005,0.000001,0.000001,0.000004,0,0,0.000001,0.000001,0.000003,0,0.000001,0,0.000003,0.000004,0.000002,0.000006,0.000009,0.000003,0.000002,0.000001,0.000002,0.000002,0.000012,0.000024,0.000011,0.000003,0,0.000008,0.000002,0.000004,0.000005,0.000001
422288,Beggiatoa sp. SS,Bacteria,Proteobacteria,Gammaproteobacteria,Thiotrichales,Thiotrichaceae,Beggiatoa,Beggiatoa sp. SS,0.000005,0.000006,0.000003,0.000002,0.000002,0.000002,0.000001,0,0,0,0,0,0,0.000001,0,0,0,0,0,0,0,0.000003,0.000193,0.000001,0.000001,0.000009,0.000006,0.000001,0.000002,0.000006,0.000002,0.000004,0.000002,0.000002,0,0.000005,0.000003,0.000001,0.000002,0.000001,0.000001,0,0.000001,0.000003,0,0.000014,0.000045,0,0.000002,0,0.000001,0,0.000003,0.000002,0.000001,0,0.000001,0.000002,0.000007,0.000002,0.000007,0.000002
739,Aggregatibacter segnis,Bacteria,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Aggregatibacter,Aggregatibacter segnis,0.000003,0.000004,0.000006,0.000027,0.000028,0.000023,0.000088,0,0,0.000001,0.000001,0.000002,0.000002,0.000001,0,0.000001,0,0,0.000001,0.000003,0,0.000001,0.000024,0.000192,0,0.000001,0.000178,0.000018,0.000006,0.000005,0.000014,0.000005,0.000019,0.000008,0.000004,0,0.000017,0.00001,0.000011,0.000013,0.000005,0.000002,0.000004,0.000009,0.000003,0.000013,0.000011,0.000006,0.000014,0.000098,0.000007,0.000004,0.000022,0.000041,0.000003,0.000005,0.000002,0.000004,0.000003,0.000008,0.000009,0.000004
84159,Magnetospirillum magneticum,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,Magnetospirillum,Magnetospirillum magneticum,0.000007,0.000016,0.000013,0.00001,0.000055,0.000016,0.000022,0.000001,0,0,0,0,0.000001,0,0,0,0.000001,0,0,0,0,0,0.000001,0,0,0,0,0,0.000009,0.000003,0.000006,0.000003,0.000005,0.000004,0.000001,0.000001,0.000002,0.000003,0.000006,0,0.000011,0,0.000003,0.000006,0.000003,0.000008,0.000008,0.00002,0.000006,0.000001,0.000003,0.000002,0.000111,0.000191,0.000002,0.000003,0.000001,0.000003,0.000008,0.000008,0.000034,0
